;tweet;sentiment;content_clean
407;Cabalgar por la Cuesta del Diablo en Bajada Ibáñez es un imperdible de la región de Aysén para estas #VacaRurales. ¡Junto a Albanio Sandoval, descubre la riqueza natural de la Patagonia y disfruta de un clásico asado de cordero con toda la hospitalidad sureña! https://t.co/3KhBwwKk6c;POS;cabalgar por la  cuesta del  diablo en  bajada  ibáñez es un imperdible de la región de  aysén para estas vaca rurales. ¡ junto a  albanio  sandoval, descubre la riqueza natural de la  patagonia y disfruta de un clásico asado de cordero con toda la hospitalidad sureña! url
1112;@AnitaZara1 @rialjorge @AmericaTV Volve.jorge sos.lo.mas;POS;@usuario @usuario @usuario  volve.jorge sos.lo.mas
343;"@AbrimeEzeiza No te cruzaste con Victoria Tolosa Paz! 
Esta divino en Carlos Casares.😂";POS;@usuario  no te cruzaste con  victoria  tolosa  paz!  esta divino en  carlos  casares. emoji cara llorando de risa emoji
1559;@karruechs Verdad que eres una genia;POS;@usuario  verdad que eres una genia
20;Que Buenos Aires del orto, en ningún puto kiosco o supermercado o día etc etc podés conseguir Imperial Golden. Que falta de respeto para la hermosa noche de calor. Ke Povreza.;NEG;que  buenos  aires del orto, en ningún puto kiosco o supermercado o día etc etc podés conseguir  imperial  golden.  que falta de respeto para la hermosa noche de calor.  ke  povreza.
797;"&gt;&gt;Te odiamos    y todos los destrozos que nos estás haciendo en CABA.  Todo lo que hace el GCBA son negocios espurios. https://t.co/LhfylP4zca";NEG;"&gt;&gt; te odiamos y todos los destrozos que nos estás haciendo en  caba.  todo lo que hace el  gcba son negocios espurios. url"
98;Al que cree que manda en Jujuy, claro con los Medios Hegemonicos que lo alaban, Le tiene miedo a Milagro por que es más inteligente que esa lacra. Libertad a Milagro Sala. No sea Maldito Che. !!!!!!;NEG;al que cree que manda en  jujuy, claro con los  medios  hegemonicos que lo alaban,  le tiene miedo a  milagro por que es más inteligente que esa lacra.  libertad a  milagro  sala.  no sea  maldito  che. !!!
1492;@caninos911 @ImagenTVMex @MARLENE_STAHL @XEVATabasco @xevtfm @AztecaNoticias se paso de listo ese caa........ñon que page por lo que hiso, con la nueva ley para los animales lo pueden procesar;NEG;@usuario @usuario @usuario @usuario @usuario @usuario se paso de listo ese caa...ñon que page por lo que hiso, con la nueva ley para los animales lo pueden procesar
1876;@OPetinatti SOS una mierda de persona ,sabes la caridad de gente y la mayoría de gente joven que se suicida y por ahorcamiento???! una vez más demostras lo miserable ser humano q SOS !!! ojo que vos tenés hijos ,que nunca te pase que caigan en una de deprecion !! https://t.co/FHAyFPM1M4;NEG;@usuario  sos una mierda de persona ,sabes la caridad de gente y la mayoría de gente joven que se suicida y por ahorcamiento???! una vez más demostras lo miserable ser humano q  sos !!! ojo que vos tenés hijos ,que nunca te pase que caigan en una de deprecion !! url
1211;@Pato @peponila Ojalá!!! Es la mejor periodista lejos! Sin pelos en la lengua, educada, informada y siempre dice la verdad! Sería una gran alegría tenerla Sra  , es una gran persona PEPO!! 👍👌👏👏👏🧉😘😘;POS;@usuario @usuario  ojalá!!!  es la mejor periodista lejos!  sin pelos en la lengua, educada, informada y siempre dice la verdad!  sería una gran alegría tenerla  sra , es una gran persona  pepo!!  emoji pulgar hacia arriba emoji  emoji señal de aprobación con la mano emoji  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji  emoji mate emoji  emoji cara lanzando un beso emoji  emoji cara lanzando un beso emoji
933;Ethan Hamilton. Mi jugador. https://t.co/9GihGYCRwC;POS;ethan  hamilton.  mi jugador. url
1944;"Es el mejor momento para adquirir tu TDC con @heybanco por utilizarla te da puntos cashback, un banco 100% digital mexicano y mejor que un banco tradicional, no cobra comisiones y no pide saldos mínimos.
#HeyDateCuenta #TeRecomiendoHey";POS;es el mejor momento para adquirir tu  tdc con @usuario por utilizarla te da puntos cashback, un banco 100% digital mexicano y mejor que un banco tradicional, no cobra comisiones y no pide saldos mínimos. hey date cuenta te recomiendo hey
1613;Estoy participando en una capacitación que esta de lo más genial e interesante. Esta profe psicóloga es una GENIA CAPA TOTAL 😍 https://t.co/e1RTttzYzc;POS;estoy participando en una capacitación que esta de lo más genial e interesante.  esta profe psicóloga es una  genia  capa  total  emoji cara sonriendo con ojos de corazón emoji  url
849;@MarisaKlos En CABA esta pesadisimo!!!!!!!!;NEG;@usuario  en  caba esta pesadisimo!!!
1142;"En un país serio esto sería la esquina debajo de la bandera de chorra, hasta que se vaya del país.
La casa de Luanita,  Budú, Gines, , Máximo, Alperovich, Capitanich, Anibaúl, Manzur, Insfran, Espinoza, , , Gollan, , Mayra, Donda, Navarro, Moyanos, etc.. https://t.co/bp6BcquAHx";NEG;en un país serio esto sería la esquina debajo de la bandera de chorra, hasta que se vaya del país.  la casa de  luanita,  budú,  gines, ,  máximo,  alperovich,  capitanich,  anibaúl,  manzur,  insfran,  espinoza, , ,  gollan, ,  mayra,  donda,  navarro,  moyanos, etc.. url
69;"#DrYahbes Obelisco Buenos Aires 

ARGENTINA https://t.co/ZPZwymEqFE";POS;dr yahbes  obelisco  buenos  aires  argentina url
295;@arturoelias Estoy seguro que descansará en paz y feliz de que su hijo es un hombre de bien, quizás siempre soñó con que tu amor Carlos slim comprara @Chivas;POS;@usuario  estoy seguro que descansará en paz y feliz de que su hijo es un hombre de bien, quizás siempre soñó con que tu amor  carlos slim comprara @usuario
970;@gian  Eso si que es Amor Puro!! Lo Amo a ese pequeño! Un Genio! 💙💛💙;POS;@usuario  eso si que es  amor  puro!!  lo  amo a ese pequeño!  un  genio!  emoji corazón azul emoji  emoji corazón amarillo emoji  emoji corazón azul emoji
479;"Pol Fernández se va de México y asegura que aclarará todo lo que pasó.....

https://t.co/Bo6o1a0pFC";POS;pol  fernández se va de  méxico y asegura que aclarará todo lo que pasó... url
377;"@edufeiok Vergüenza Nacional, aunque no sorprende. 

Liberaron delincuentes, castigan al policía que hace su trabajo, defienden a los terroristas falsos mapuches que violentan, queman y agreden en la Patagonia, es obvio que no iban a repudiar las dictaduras de Cuba y Venezuela. 

Asco.";NEG;@usuario  vergüenza  nacional, aunque no sorprende.  liberaron delincuentes, castigan al policía que hace su trabajo, defienden a los terroristas falsos mapuches que violentan, queman y agreden en la  patagonia, es obvio que no iban a repudiar las dictaduras de  cuba y  venezuela.  asco.
743;@sscipolletti @marisa_riccardi @ok @SaludBAP Está mal esta postura de la persona q atendió. Debería sortearla o pedir un superior o el libro de quejas, solo debe ingresar al sistema de vacunatepba sus datos, luego es libre.;NEG;@usuario @usuario @usuario @usuario  está mal esta postura de la persona q atendió.  debería sortearla o pedir un superior o el libro de quejas, solo debe ingresar al sistema de vacunatepba sus datos, luego es libre.
941;@verorosalesok Los policías q estaban o debían estar ahí,  x dónde andan? Son los pibes golpeándose como si fuera inevitable  pero también es la policía de   que c/su desinterés promueve q esto suceda alegremente. No aprendimos nada?;NEG;@usuario  los policías q estaban o debían estar ahí, x dónde andan?  son los pibes golpeándose como si fuera inevitable pero también es la policía de que c/su desinterés promueve q esto suceda alegremente.  no aprendimos nada?
744;@Paco_Mendoza_M @El0rtiz @DonPorfifirio Creo q la verdad le dolio a Alejandro. Ahorita le envio unos Kleenex. 😭;NEG;@usuario @usuario @usuario  creo q la verdad le dolio a  alejandro.  ahorita le envio unos  kleenex.  emoji cara llorando fuerte emoji
1191;El Gobierno nacional le puso fecha al censo: ese día será feriado nacional #Censo2022 #Argentina  https://t.co/8dfCHEdwlu;POS;el  gobierno nacional le puso fecha al censo: ese día será feriado nacional censo2022 argentina url
1224;jajaja ame;POS;jaja ame
433;@RobertVig1306 @PERIODlSTAPERON En el GEN. Después se pasó a  .;NEG;@usuario @usuario  en el  gen.  después se pasó a .
697;"Este martes se conmemora un nuevo aniversario del violento homicidio del reportero gráfico.

https://t.co/YxyMzXdOJG";NEG;este martes se conmemora un nuevo aniversario del violento homicidio del reportero gráfico. url
1498;Mamitaaaa que feo que está lpm;NEG;mamitaaa que feo que está lpm
849;Tenemos video donde com por 100 millones de pesos de ese momento 26 aviones hidrantes y después se combó que no los compraron pero se gastó la plata. Tanto miedo le tienen que no le hacen un juicio político? Me dan asco los cagones. A ver  y . Presten el pedido;NEG;tenemos video donde com por 100 millones de pesos de ese momento 26 aviones hidrantes y después se combó que no los compraron pero se gastó la plata.  tanto miedo le tienen que no le hacen un juicio político?  me dan asco los cagones.  a ver y .  presten el pedido
710;@DeathAndChoris Jujuy y 9 de julio es. Jejejej bien en la esquina, enfrente a cerrajería el gallo.;POS;@usuario  jujuy y 9 de julio es.  jejejej bien en la esquina, enfrente a cerrajería el gallo.
877;En un contexto externo complicado, @SomosLedesma  volvió a liderar las exportaciones argentinas de cítricos #jujuy https://t.co/E1j7NOZWoW https://t.co/KWrlnOWN6e;POS;en un contexto externo complicado, @usuario volvió a liderar las exportaciones argentinas de cítricos jujuy url url
1276;@jlrc2012 @allanfajardo29 Eso es pasado, ahora nos importa el bienestar de Honduras y usted váyase a dormir mejor jajaja.;NEG;@usuario @usuario  eso es pasado, ahora nos importa el bienestar de  honduras y usted váyase a dormir mejor jaja.
988;@AleJare Eres un genio infravalorado;POS;@usuario  eres un genio infravalorado
1131;No sos superior por no escuchar Bad Bunny y tirar mala onda a quienes si lo hacen. En realidad seguís siendo un A Nadie más.;NEG;no sos superior por no escuchar  bad  bunny y tirar mala onda a quienes si lo hacen.  en realidad seguís siendo un  a  nadie más.
1825;Jero es un genio. https://t.co/yKtKeXYDBz;POS;jero es un genio. url
1440;Me sale más facil matarme que salir adelante.;NEG;me sale más facil matarme que salir adelante.
1334;@amilcarbarral No se ingenuo, la idea es procesarlo por delitos de bagatela. Para NO EXTRADITAR LO, lo mismo ocurrió con un capo que tenía 60 cisternas trabajando para YPFB. Argentina lo pidió, pero está en scruz aun;NEG;@usuario  no se ingenuo, la idea es procesarlo por delitos de bagatela.  para  no  extraditar  lo, lo mismo ocurrió con un capo que tenía 60 cisternas trabajando para  ypfb.  argentina lo pidió, pero está en scruz aun
1921;"@TheDarkraimola Hola Darkrai, no te conozco, pero soy una persona a la que le gusta mucho HxH pero le tengo una lista de cosas que me hacen ruido tanto de la obra como del autor, pero a veces siento que es un manga ""intocable"" para la comunidad. Veo que te pasa algo parecido, así que te banco.";POS;"@usuario  hola  darkrai, no te conozco, pero soy una persona a la que le gusta mucho  hx h pero le tengo una lista de cosas que me hacen ruido tanto de la obra como del autor, pero a veces siento que es un manga ""intocable"" para la comunidad.  veo que te pasa algo parecido, así que te banco."
1498;Necesito un abrazo y quee me digaan quee todoo va a pasar porque sientoo que hastaa aca lleguee 😒;NEG;necesito un abrazo y quee me digaan quee todoo va a pasar porque sientoo que hastaa aca lleguee  emoji cara de desaprobación emoji
1841;"Feliz cumpleaños mi genio amor, te amo Siempre mi abi hermosa, ojalá seas eterna mi viejita
Te amo con la vida 💚💛";POS;feliz cumpleaños mi genio amor, te amo  siempre mi abi hermosa, ojalá seas eterna mi viejita  te amo con la vida  emoji corazón verde emoji  emoji corazón amarillo emoji
673;"#PrimeraNacional 
Amistoso 2° Partido
#Talleres (Reserva) 0 🆚 #CAMitre 2

Mitre formó con: Ledesma; Santiago Mendoza, Tobías Galván,  Paulino y Rolón;  Torres,  Díaz, Ferrari;  Quinteros,  Cérica y  Vega.

Goles: Cérica y Quinteros

#VamosAurinegro
#SomosSantiagoDelEstero https://t.co/5FyzOxjfwC";POS;"primera nacional  amistoso 2  partido
talleres ( reserva) 0  emoji botón vs emoji  camitre 2  mitre formó con:  ledesma;  santiago  mendoza,  tobías  galván,  paulino y  rolón;  torres,  díaz,  ferrari;  quinteros,  cérica y  vega.  goles:  cérica y  quinteros vamos aurinegro
somos santiago del estero url"
1055;@xmmmilo Es que justamente el calor que tienen los NFTs no es por el arte en si. Sino que lo optienen por la importancia de ese NFT. Tanto si sos propietario o creador de un NFT querés que de haga más conocido así gana valor;POS;@usuario  es que justamente el calor que tienen los  nfts no es por el arte en si.  sino que lo optienen por la importancia de ese  nft.  tanto si sos propietario o creador de un  nft querés que de haga más conocido así gana valor
1055;La semana que viene voy a ser esta yendo al kempes siempre envuelta en la patria como dijo     https://t.co/nj1XkqlNOd;POS;la semana que viene voy a ser esta yendo al kempes siempre envuelta en la patria como dijo url
179;La birra mas sobrevalorada qué hay https://t.co/OTI0AK3GZM;NEG;la birra mas sobrevalorada qué hay url
1893;"@CHICASDECALIPSO @JavierCeriani Muy felíz cumpleaños!!
Que sea un día maravilloso, llenito de amor !
Saludos de una #Postulante a las @CHICASDECALIPSO desde #Santiago 
Muchos cariños!!";POS;"@usuario @usuario  muy felíz cumpleaños!!
 que sea un día maravilloso, llenito de amor !
 saludos de una postulante a las @usuario desde santiago  muchos cariños!!"
195;@Paobtzlegui Patronales de ita escuchando los miers y abundante birra, eso si, mba'e bad bunny pio;POS;@usuario  patronales de ita escuchando los miers y abundante birra, eso si, mba'e bad bunny pio
1037;@deperoncho @yamilsantoro Yamil Santoro es mas casta que la casta misma. Es todo lo que esta mal en politica. Ah, y desde por lo menos 2015 viene rompiendo el liberalismo para terminar al lado de .;NEG;@usuario @usuario  yamil  santoro es mas casta que la casta misma.  es todo lo que esta mal en politica.  ah, y desde por lo menos 2015 viene rompiendo el liberalismo para terminar al lado de .
50;"#Gestapo sta ⚖️ Avanza la causa contra la mesa judicial

👥 La Justicia tiene la prueba que @JulioGarro y funcionarios de @mariuvidal visitaron la sede de la AFI y a #  durante el 2017 ➡️ https://t.co/ZEpKH6qssX https://t.co/aLyhEf5UN2";POS;gestapo sta  emoji balanza emoji   avanza la causa contra la mesa judicial  emoji dos siluetas de bustos emoji   la  justicia tiene la prueba que @usuario y funcionarios de @usuario visitaron la sede de la  afi y a # durante el 2017  emoji flecha hacia la derecha emoji  url url
